City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
224,La Ronge,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
225,Port-Gentil,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
226,Natchitoches,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
227,Sentyabrskiy,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
228,Kathu,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
229,Inuvik,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
230,Podyuga,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
231,Thompson,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
232,Ribeira Grande,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
233,Mount Darwin,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
234,Longyearbyen,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
235,Bom Jesus,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
236,Agadez,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
237,Alofi,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
238,Tsihombe,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
239,Isiro,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
240,Port Blair,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
241,Chuy,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
242,Coquimbo,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
243,Ginir,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
244,Esterhazy,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
245,Mitchell,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
246,Iquitos,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
247,Raudeberg,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
248,Soderhamn,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
249,Manaure,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
250,Nikolskoye,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
251,Pahrump,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
252,Port Hardy,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
253,Balfron,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
254,Kaeo,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
255,Alta Floresta,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
256,San Luis,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
257,Boqueirao,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
258,Sitka,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
259,Mehamn,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
260,Eskasem,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
261,Ginda,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
262,Ekhabi,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
263,Lorengau,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
264,Vreed En Hoop,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
265,Isangel,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
266,Skalistyy,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
267,Norway,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
268,Rio Grande,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
269,Kahului,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
270,Spilimbergo,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
271,Wanning,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
272,Saldanha,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
273,Gimli,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
274,Linxia,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
275,Beira,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
276,Altamira,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
277,Birao,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
278,Meulaboh,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
279,Port Keats,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
280,Kenitra,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
281,Henderson,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
282,Krutaya Gorka,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
283,Talnakh,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
284,Dhidhdhoo,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
285,Porto Walter,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
286,Blythe,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
287,Hofn,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
288,Port Macquarie,NA,2021-05-18 16:26:13,-26.6481,15.1594,66.2,58,2,5.3
